,lane,hour,week,month,penalty,seasonality
92,1,1,1,9,0.13866666457502283,-0.6171830719192872
93,1,1,1,10,0.2584207929863762,-0.5869453398939726
94,1,1,1,11,0.3916805554684754,-0.5296594643749963
95,1,1,1,12,0.15611341151277816,-0.46142369658542165
96,1,1,2,1,-0.5163877014839894,-0.6651007619624509
97,1,1,2,2,0.04344962723598989,-0.5879748948650886
98,1,1,2,3,0.2463219488296759,-0.11445339295957839
99,1,1,2,4,0.25321941620992905,-0.09885174457786629
100,1,1,2,5,0.23914761890392028,-0.12999878680506263
101,1,1,2,6,0.22928545430185415,-0.08716310671395675
102,1,1,2,7,0.16570387955855043,-0.5419870524541937
103,1,1,2,8,0.03457383385421973,-0.6471989155000736
104,1,1,2,9,0.24490985007473007,-0.6342257903918144
105,1,1,2,10,0.2336872425614295,-0.6365692780503434
106,1,1,2,11,0.12434761782042286,-0.6552180315408659
107,1,1,2,12,0.3027038155971739,-0.4984374755009899
108,1,1,3,1,0.13636226100827162,0.004583129007110977
109,1,1,3,2,0.14168183660552952,-0.20094820977550107
110,1,1,3,3,0.1528392334521759,-0.1015812775647432
111,1,1,3,4,0.1692044966713506,-0.11642216365754177
112,1,1,3,5,0.1369321290532913,-0.08669503982021348
113,1,1,3,6,0.15702315338603176,-0.1264780996367146
114,1,1,3,7,0.05600141144633317,-0.5175645246552393
115,1,1,3,8,-0.0011689697276853952,-0.6121144156215965
116,1,1,3,9,-0.1453004204701903,-0.6304518425763654
117,1,1,3,10,0.14633021904635088,-0.573915403969321
118,1,1,3,11,0.06804631099865649,-0.5933488653858949
119,1,1,3,12,0.15075150483567507,-0.3901899661719054
120,1,1,4,1,0.15475285846244996,-0.5904380686748977
121,1,1,4,2,0.11531683855363158,-0.5219247112068859
122,1,1,4,3,0.18074725661958166,-0.035285224317757435
123,1,1,4,4,0.16637194011107453,-0.03712096563831907
124,1,1,4,5,0.1949915273037589,-0.03344924485122619
125,1,1,4,6,0.2481838917019089,-0.07795098530120055
126,1,1,4,7,0.011763946905664974,-0.45171767297499527
127,1,1,4,8,-0.023179470128188582,-0.6270296046969954
128,1,1,4,9,-0.0328370103223671,-0.5998459262624226
129,1,1,4,10,0.2979072976812898,-0.543096404007749
130,1,1,4,11,-0.008733173599898902,-0.5648852622612084
131,1,1,4,12,0.09074875205084484,-0.44594285065183803
132,1,1,5,1,0.1562953570145172,-0.5316923316764784
133,1,1,5,2,0.1607236854582972,-0.4656555883917599
134,1,1,5,3,0.18053364592728183,-0.0005261731540561149
135,1,1,5,4,0.2321114210977685,-0.08794313258803463
136,1,1,5,5,0.13648020604747252,0.08689882876287774
137,1,1,5,6,0.19912365482714445,-0.021016561802683298
138,1,1,5,7,0.04868765169991717,-0.5250166228641586
139,1,1,5,8,0.03941723320170669,-0.5861203266484056
140,1,1,5,9,0.07259734607635618,-0.5744423088420519
141,1,1,5,10,-0.048154337231866746,-0.543096404007749
142,1,1,5,11,0.5331254617853181,0.4058418579367221
143,1,1,5,12,0.16381255603481043,-0.39399114432642757
144,1,1,6,1,0.2788890090705766,0.41841771721730064
145,1,1,6,2,0.28688610267542053,0.5435131045853471
146,1,1,6,3,0.24400393568988415,0.10747179428703603
147,1,1,6,4,0.2382935174567208,0.08221625054473228
148,1,1,6,5,0.24944178851079588,0.13258939342439244
149,1,1,6,6,0.26989501600732774,0.13167844314841987
150,1,1,6,7,0.23201721094334715,-0.03784553209861255
151,1,1,6,8,0.03758521356191423,-0.42169723720303615
152,1,1,6,9,0.03409695537126548,0.27408310613252634
153,1,1,6,10,0.10906594587145876,0.3711432727415452
154,1,1,6,11,0.33738240176778944,0.7198264059930553
155,1,1,6,12,0.29337971791809325,0.6483715029368223
156,1,1,7,1,0.3542653692401592,0.6899493778113833
157,1,1,7,2,0.35424264015224965,0.7137112254744781
158,1,1,7,3,0.2567188044943823,0.08806888179188649
159,1,1,7,4,0.24192409039317272,0.04464209256641593
160,1,1,7,5,0.27026733778796336,0.13116345971428098
161,1,1,7,6,0.30207106364991476,0.1583534187392746
162,1,1,7,7,0.20002411356769173,0.1580979612931363
163,1,1,7,8,0.06897715288887045,-0.41521318732822443
164,1,1,7,9,-0.05274334180356897,0.4937923949945196
165,1,1,7,10,0.08328751629834727,0.6470441358805687
166,1,1,7,11,0.3024626408664002,0.8761492593139713
167,1,1,7,12,0.3542210075558188,0.7359365507409538
168,1,2,1,1,0.18824807552670544,-0.4780640458795184
169,1,2,1,2,0.21031643018128487,-0.4774368119639869
170,1,2,1,3,0.3222642390875947,0.955076090852804
171,1,2,1,4,0.32079064399351653,0.9208017131327779
172,1,2,1,5,0.3234656547849568,0.9747129324598768
173,1,2,1,6,0.29761648811567193,0.9485346183065673
174,1,2,1,7,-0.011840939597528561,0.13570302490835986
175,1,2,1,8,-0.03753850422217073,-0.4556082767052734
176,1,2,1,9,-0.11789508710482244,-0.41040222963316936
177,1,2,1,10,-0.10606105191551332,-0.4053104273190577
178,1,2,1,11,-0.3979687247162422,-0.5051765551782973
179,1,2,1,12,0.23209905601372335,-0.47680909108734987
180,1,2,2,1,-0.027769093557866175,-0.6445498887853921
181,1,2,2,2,0.3090805054420958,-0.5692726511408207
182,1,2,2,3,0.26582498377637687,0.9530992395216166
183,1,2,2,4,0.25144283746094137,0.943856724499613
184,1,2,2,5,0.27920265997638843,0.960850860966683
185,1,2,2,6,0.27329877133107167,0.9553115968778877
186,1,2,2,7,0.027602408573356406,-0.02989440773370869
187,1,2,2,8,-0.13657784782873716,-0.5170510773144001
188,1,2,2,9,-0.2473325138292381,-0.522324256426141
189,1,2,2,10,-0.2641642082394544,-0.526644787611523
190,1,2,2,11,-0.7175819494783673,-0.6188824652880531
191,1,2,2,12,0.45532326215335267,-0.4830643556105317
192,1,2,3,1,0.042664846458246336,0.1841246774236419
193,1,2,3,2,0.10084232149157833,-0.13427382761859538
194,1,2,3,3,0.26851264508149614,0.9492131779640551
195,1,2,3,4,0.2741774227877403,0.9586419261858545
196,1,2,3,5,0.26238905402348756,0.9377032474709611
197,1,2,3,6,0.30130552229216484,0.9638118907072949
198,1,2,3,7,-0.12864574991294284,0.0254502308317293
199,1,2,3,8,-0.1722146349987595,-0.5231118162651622
200,1,2,3,9,-0.11763148349243079,-0.4801513053151586
201,1,2,3,10,-0.33126722003915854,-0.5394439624837006
202,1,2,3,11,-0.5648821225458968,-0.5881885792288912
203,1,2,3,12,0.22492942787743567,-0.42716850279338847
204,1,2,4,1,-0.05658892665603288,-0.6122161612713675
205,1,2,4,2,0.1510072229536938,-0.5373919474498378
206,1,2,4,3,0.24769712700915167,0.9589353093697397
207,1,2,4,4,0.22717784926691081,0.94921977909952
208,1,2,4,5,0.2665535427963043,0.9668236527426164
209,1,2,4,6,0.2768595803489113,0.9687998409034608
210,1,2,4,7,0.07492677968589476,0.3176234169710119
211,1,2,4,8,-0.00464536869319291,-0.4973527987583287
212,1,2,4,9,0.21023454636051825,-0.479038774556259
213,1,2,4,10,-0.025967399887016542,-0.5159916930135449
214,1,2,4,11,0.1753070458388156,-0.5516217737362935
215,1,2,4,12,0.26321638599657904,-0.45302834260281827
216,1,2,5,1,0.05649409508179687,-0.5610989469938829
217,1,2,5,2,0.1604467639377418,-0.5160579508541719
218,1,2,5,3,0.2880861168447395,0.9497032943381751
219,1,2,5,4,0.29834653221361696,0.9351964733363688
220,1,2,5,5,0.2786722014303899,0.9610280392810973
221,1,2,5,6,0.26987569356599,0.9505669934523382
222,1,2,5,7,-0.09257263722230716,-0.41252993442740565
223,1,2,5,8,-0.023279689464629928,-0.4564665599163874
224,1,2,5,9,-0.09585640735612748,-0.41072986064071254
225,1,2,5,10,-0.0450136314919137,-0.3787171308686396
226,1,2,5,11,0.6239204447314848,0.5179053906106821
227,1,2,5,12,0.23548976447252645,-0.4679700182297516
228,1,2,6,1,0.1439340576310993,0.48282340849656974
229,1,2,6,2,0.1761576971687588,0.5471909357249665
230,1,2,6,3,0.23556879516773127,0.8217513149018687
231,1,2,6,4,0.2591485633209069,0.7985903789618963
232,1,2,6,5,0.21316010769844776,0.8424821320526722
233,1,2,6,6,0.241666056828339,0.8789289220974108
234,1,2,6,7,0.05208686778985756,0.11662476042312657
235,1,2,6,8,-0.023353619164138754,-0.33619537988201353
236,1,2,6,9,-0.1482517879613745,0.2525464813389094
237,1,2,6,10,0.1282701985324477,0.5784733047189621
238,1,2,6,11,0.19783454731873407,0.6688311674952526
239,1,2,6,12,0.20474488836532415,0.6056776924625945
240,1,2,7,1,0.1916941619428005,0.6236545310346914
241,1,2,7,2,0.21734649118870744,0.6479478247463766
242,1,2,7,3,0.2078645214903897,0.6763175463458634
243,1,2,7,4,0.21810231076112913,0.6926620437144444
244,1,2,7,5,0.19722708285284796,0.6592788013987438
245,1,2,7,6,0.25251106775466997,0.7436205297396187
246,1,2,7,7,0.06129205453497694,0.12206293577870848
247,1,2,7,8,-0.009424066145614175,-0.26829438071940165
248,1,2,7,9,-0.14990202348316983,0.33140532116720145
249,1,2,7,10,0.1674026576596945,0.6973676250571663
250,1,2,7,11,0.2861224892602961,0.8314844398078953
251,1,2,7,12,0.24156766619604447,0.6709907348578587
252,1,3,1,1,-0.12059622990325586,-0.18464658656215563
253,1,3,1,2,-0.06792758236348317,-0.2843904921843723
254,1,3,1,3,0.04074933834479437,0.9999922470736895
255,1,3,1,4,-0.057267609434323144,0.9999670241925663
256,1,3,1,5,0.12043144965760641,0.9999981772307875
257,1,3,1,6,0.09114736235259184,0.9999775936894502
258,1,3,1,7,-0.24519753770541372,0.9596105117640675
259,1,3,1,8,0.15159335259631326,0.47162455623939786
260,1,3,1,9,-0.08470122546023315,0.1389297257138446
261,1,3,1,10,-0.4801430317107462,-0.18594456454865566
262,1,3,1,11,-0.7099888052455906,-0.33168833789807073
263,1,3,1,12,0.0037840165387336535,-0.3783356697045939
264,1,3,2,1,0.0370187414248101,-0.5629025944399401
265,1,3,2,2,0.21183124294367925,-0.5040673862763043
266,1,3,2,3,0.10722274635521777,0.9999968419256827
267,1,3,2,4,0.0871504738766625,0.9999951267258979
268,1,3,2,5,0.12611256873660098,0.9999979534435837
269,1,3,2,6,0.11055621390686325,0.9999932033030272
270,1,3,2,7,-0.2125864226131511,0.9392559576919838
271,1,3,2,8,0.1541694274921419,0.2547695972459167
272,1,3,2,9,0.3208091236985461,0.1468298096310019
273,1,3,2,10,0.08880511264157995,-0.15762125503528224
274,1,3,2,11,-0.6167890386211548,-0.5038883276959942
275,1,3,2,12,0.32530717771745804,-0.44014955437369296
276,1,3,3,1,-0.03524375319555025,-0.041790886113064515
277,1,3,3,2,0.016254169172717686,-0.281249886497279
278,1,3,3,3,0.058666997281333434,0.9999942125909275
279,1,3,3,4,0.1071739210714451,0.9999980036032388
280,1,3,3,5,0.0022848080560037456,0.9999832227822317
281,1,3,3,6,0.12912009451342693,0.9999974808732813
282,1,3,3,7,-0.2126577615127756,0.922807840055484
283,1,3,3,8,0.004223146556165077,0.23356363343784467
284,1,3,3,9,0.13419778072690378,-0.00029128316364005093
285,1,3,3,10,-0.1629359540023893,-0.2518206483878872
286,1,3,3,11,-0.7124444929709864,-0.49524266764978037
287,1,3,3,12,0.12208285735681432,-0.49015350516841333
288,1,3,4,1,0.02864996666036415,-0.558954570835061
289,1,3,4,2,0.03775060970523497,-0.43042249752502415
290,1,3,4,3,0.13340522436666127,0.9999948301318454
291,1,3,4,4,0.08664329701002599,0.9999835116881942
292,1,3,4,5,0.17294073403506516,0.9999983790073101
293,1,3,4,6,0.19329463428412988,0.9999945753143565
294,1,3,4,7,-0.13796807287001409,0.9830560693832848
295,1,3,4,8,0.09167062829326991,0.3260312477502786
296,1,3,4,9,0.3018436577392286,-0.030284878650371903
297,1,3,4,10,-0.6413083315678698,-0.5152605423482525
298,1,3,4,11,-0.24150307680203972,-0.49015350516841333
299,1,3,4,12,0.04247081716059487,-0.2816919001980834
300,1,3,5,1,0.13042052324438916,-0.4642058768731799
301,1,3,5,2,0.14466972033135755,-0.4353959955246611
302,1,3,5,3,0.07212929051891585,0.9999961664791617
303,1,3,5,4,0.042409680256517986,0.9999929434222142
304,1,3,5,5,0.09943786050075484,0.9999979174223473
305,1,3,5,6,0.05917291983394328,0.9999894014500341
306,1,3,5,7,0.1288187524841363,0.5003651596031378
307,1,3,5,8,0.09323574233142425,0.27421471126462027
308,1,3,5,9,-0.22591677172934857,0.1678027503165727
309,1,3,5,10,0.23104332832036087,0.1415651040180354
310,1,3,5,11,0.5296708207725916,0.46755006064354776
311,1,3,5,12,0.1570628696007724,-0.40566579592165813
312,1,3,6,1,0.12838657081392862,0.3204905681552639
313,1,3,6,2,0.15460987147173683,0.41774002100090074
314,1,3,6,3,0.05092707333821252,0.9878361552758622
315,1,3,6,4,0.03775241597489404,0.9846798061325466
316,1,3,6,5,0.06325057936751483,0.990345379683355
317,1,3,6,6,0.10097597374672812,0.9912596707501666
318,1,3,6,7,0.20926295043279663,0.6315676015359727
319,1,3,6,8,0.11675938255052763,0.4621646594531277
320,1,3,6,9,0.09424588634251743,0.3371399510601665
321,1,3,6,10,0.15421082128435618,0.4205100439530337
322,1,3,6,11,0.24030332883168723,0.5513360159516715
323,1,3,6,12,0.17686665635633245,0.5062753027885007
324,1,3,7,1,0.08977256484241847,0.5172978996126295
325,1,3,7,2,0.16090665540344684,0.5563480839239587
326,1,3,7,3,-0.08840365639495,0.8623710251678951
327,1,3,7,4,-0.0917898319156521,0.8641927917048445
328,1,3,7,5,-0.0849943174600181,0.8605266491676292
329,1,3,7,6,-0.04808847543337018,0.8356638562959263
330,1,3,7,7,0.23044107453010426,0.5693566322506849
331,1,3,7,8,0.12752828115655954,0.4625489462449171
332,1,3,7,9,0.4060284819155842,0.25756054073186485
333,1,3,7,10,0.4330580420842471,0.32817465944662916
334,1,3,7,11,0.5452149547647835,0.691719023226043
335,1,3,7,12,0.2259356331255697,0.5930863661855406
336,1,4,1,1,-0.2314011714504689,-0.13671719616733694
337,1,4,1,2,-0.22160120020457313,-0.11738177823775327
338,1,4,1,3,0.21707711377760405,0.9999961744851205
339,1,4,1,4,0.1431206581350465,0.9999816307202917
340,1,4,1,5,0.275424194703864,0.9999992033177094
341,1,4,1,6,0.21493441348700576,0.9999958943441615
342,1,4,1,7,0.005922139383929911,0.9960146039911681
343,1,4,1,8,-0.037547809961256305,0.8720921538950848
344,1,4,1,9,0.2501584741807057,0.8323483536997907
345,1,4,1,10,-0.01694741483746465,0.542224445221869
346,1,4,1,11,-0.7156754106994945,-0.13824447021392514
347,1,4,1,12,-0.21218631753040026,-0.09795695426772602
348,1,4,2,1,0.22805812605761577,-0.08444936593332349
349,1,4,2,2,0.18892309903735768,-0.13021911196944008
350,1,4,2,3,0.2644282159695784,0.9999986899304268
351,1,4,2,4,0.25252762208752205,0.9999982992295782
352,1,4,2,5,0.27587610478002605,0.9999989908795525
353,1,4,2,6,0.2844147212955753,0.9999991357446938
354,1,4,2,7,-0.04853614326577868,0.9947303753658077
355,1,4,2,8,0.008530825085903535,0.8218323867795232
356,1,4,2,9,0.02323433763149797,0.7707452285614523
357,1,4,2,10,-0.12520864672097234,0.7222887624880094
358,1,4,2,11,-0.2614189801306307,-0.25336099326251404
359,1,4,2,12,0.14467125496797353,-0.17544051195041874
360,1,4,3,1,-0.18761517307187867,-0.12447618460681222
361,1,4,3,2,-0.20313311171889617,-0.23035180395508859
362,1,4,3,3,0.23726176562962922,0.9999976153841961
363,1,4,3,4,0.29590698623562595,0.9999993845930423
364,1,4,3,5,0.1652079822765528,0.9999907599711042
365,1,4,3,6,0.3184010105774765,0.9999996344259717
366,1,4,3,7,0.0317521881937434,0.9980411017283807
367,1,4,3,8,-0.11728122260949943,0.8538504196272982
368,1,4,3,9,0.1872207546967439,0.8351169193956072
369,1,4,3,10,-0.222387596106599,0.42801906138351276
370,1,4,3,11,-0.8755326684897565,-0.23697444134835335
371,1,4,3,12,-0.22366955810750636,-0.3310408759284784
372,1,4,4,1,-0.18730332930752533,-0.1610708356136062
373,1,4,4,2,-0.10670574639019353,-0.13722636010894243
374,1,4,4,3,0.254936352964276,0.9999973366855321
375,1,4,4,4,0.1954903665800638,0.9999908052978205
376,1,4,4,5,0.3041377582688644,0.999999228552773
377,1,4,4,6,0.3308737331588732,0.9999995839612339
378,1,4,4,7,0.047217655751602944,0.9990706700348239
379,1,4,4,8,-0.04944443847990518,0.8316296407681043
380,1,4,4,9,0.37130660378044245,0.8048351329928661
381,1,4,4,10,-0.950993730688597,-0.36172295099818036
382,1,4,4,11,0.0013404638021634043,-0.18492921650735406
383,1,4,4,12,-0.02921410056729004,-0.11322177932449247
384,1,4,5,1,-0.12314312458506879,-0.14891659717996447
385,1,4,5,2,-0.059099816020034585,-0.12307107326144888
386,1,4,5,3,0.23858768413553694,0.9999986765708436
387,1,4,5,4,0.20301645274596722,0.9999972802095332
388,1,4,5,5,0.27058633723238407,0.9999993560297658
389,1,4,5,6,0.19525360132831365,0.9999959031227331
390,1,4,5,7,0.03258279787362504,0.915866382956192
391,1,4,5,8,0.01532078679502044,0.7988137149021106
392,1,4,5,9,0.07349469347947522,0.7759073862739748
393,1,4,5,10,0.1436271784999964,0.6399217688334753
394,1,4,5,11,0.2692012306682261,0.30677092453143384
395,1,4,5,12,0.0016642497142669583,-0.09705751445656523
396,1,4,6,1,-0.04657103832349783,0.018089075176100405
397,1,4,6,2,0.034091405327116055,0.11132147893478811
398,1,4,6,3,0.06562914784090651,0.9980898946936356
399,1,4,6,4,0.0786964296890535,0.9974020547473234
400,1,4,6,5,0.05341036960416727,0.9985957480616378
401,1,4,6,6,0.06021189074253762,0.9982800597408286
402,1,4,6,7,-0.02910286539905631,0.8633075473998407
403,1,4,6,8,0.043253781733883064,0.8247856558250671
404,1,4,6,9,0.20987643920278487,0.5855493738046473
405,1,4,6,10,0.0763809675854019,0.40018584312461264
406,1,4,6,11,-0.08133859564392473,0.21250334426644052
407,1,4,6,12,0.10191295573246804,0.20263466192566587
408,1,4,7,1,0.039208630846296444,0.07186758312852332
409,1,4,7,2,0.10474073940584097,0.15265193836101382
410,1,4,7,3,0.02985745959147752,0.9091019483143488
411,1,4,7,4,0.05202720200124212,0.9227288451361703
412,1,4,7,5,0.006113835050490234,0.8932054029585592
413,1,4,7,6,0.0967064354076055,0.9241992952428538
414,1,4,7,7,0.21194346287636256,0.5843546563794422
415,1,4,7,8,0.20208606152623143,0.5522863152430283
416,1,4,7,9,0.37289550521533676,0.3623219933208457
417,1,4,7,10,0.1899696426512693,0.03882748552941276
418,1,4,7,11,0.33777246882087364,0.28582663887196386
419,1,4,7,12,0.16088278672020734,0.23144655464275174
420,1,5,1,1,-0.2639817474691417,-0.026555843319264374
421,1,5,1,2,-0.18720948496483544,0.014966595611537434
422,1,5,1,3,0.1872648256665504,0.9916326352383996
423,1,5,1,4,0.11817998953679666,0.9791832509367994
424,1,5,1,5,0.2400119186210161,0.996649313248475
425,1,5,1,6,0.16064245902022,0.991312030744455
426,1,5,1,7,0.11061944054337328,0.980959717318923
427,1,5,1,8,0.05322599255149261,0.8517286638868221
428,1,5,1,9,0.051555205481720774,0.9501860320056117
429,1,5,1,10,0.0016103011088159478,0.9343768132830745
430,1,5,1,11,-0.7684266140223512,0.3209962331756448
431,1,5,1,12,-0.11436461737530283,0.05643747887025349
432,1,5,2,1,0.378943163951112,0.1804913248681147
433,1,5,2,2,0.3387056515821002,0.09779630109259067
434,1,5,2,3,0.20632520905180765,0.9943307946563352
435,1,5,2,4,0.17648133881112735,0.9921951952661012
436,1,5,2,5,0.23349516410005836,0.9958832455480849
437,1,5,2,6,0.2833173507463497,0.9977114532142533
438,1,5,2,7,0.14068153419736318,0.9715856512184741
439,1,5,2,8,-0.013564763716846949,0.8092781384045158
440,1,5,2,9,0.06572679724308914,0.9444625183696853
441,1,5,2,10,-0.05486395992379309,0.8976338454181564
442,1,5,2,11,-0.8811869054077686,0.08961242256506222
443,1,5,2,12,0.29016279941040063,0.013728387435887869
444,1,5,3,1,-0.22206631306855593,-0.020366955247949646
445,1,5,3,2,-0.2719281294620811,-0.10760720165037402
446,1,5,3,3,0.21482732926935214,0.995238075835479
447,1,5,3,4,0.2628702958160796,0.9970929959485663
448,1,5,3,5,0.15921705146057022,0.9922041764755555
449,1,5,3,6,0.287722953073049,0.9978396234106532
450,1,5,3,7,0.17437421238662346,0.9785991345792158
451,1,5,3,8,0.02693058725307345,0.8259312814947389
452,1,5,3,9,0.06353783274900285,0.970576847550531
453,1,5,3,10,-0.3437840126716364,0.8138810482446046
454,1,5,3,11,-0.9517716672514411,0.019121114729853294
455,1,5,3,12,-0.33072159340850116,-0.19322118390622353
456,1,5,4,1,0.08228230853591717,0.1736334364863187
457,1,5,4,2,-0.07579931075501832,0.07209724651300828
458,1,5,4,3,0.24644587736612641,0.9958745913088412
459,1,5,4,4,0.21110856943018994,0.9939611370242022
460,1,5,4,5,0.2780727262801264,0.9971826114196969
461,1,5,4,6,0.2894986230419114,0.9974645289087805
462,1,5,4,7,0.1852044921796977,0.9735712324756743
463,1,5,4,8,-0.03667496358871848,0.8015638376748914
464,1,5,4,9,0.350751341450618,0.9478119020939699
465,1,5,4,10,-0.8215965140681214,0.16591572865517792
466,1,5,4,11,0.06501200222282078,0.10923130439752575
467,1,5,4,12,-0.2618524980940214,-0.030955620003148977
468,1,5,5,1,0.11704452552644176,0.12253548750560178
469,1,5,5,2,-0.02849207690877268,0.07401346244897077
470,1,5,5,3,0.18569440103469462,0.9950382782218378
471,1,5,5,4,0.12817333386579716,0.9914913897547531
472,1,5,5,5,0.23491795888781136,0.9971087618187656
473,1,5,5,6,0.22281749544975932,0.9965343660568415
474,1,5,5,7,0.045810630974590365,0.9542373578820083
475,1,5,5,8,0.0056642583797760085,0.82141486175625
476,1,5,5,9,-0.19737488338813808,0.9126203770301525
477,1,5,5,10,0.19760542917565566,0.9763772442754175
478,1,5,5,11,-0.26500402899511666,-0.013626184193191766
479,1,5,5,12,-0.18634651124859672,0.025138455792915192
480,1,5,6,1,-0.14347575967107995,-0.22728182049513823
481,1,5,6,2,-0.13061306479611204,-0.22014453998956016
482,1,5,6,3,0.10326471820156334,0.9746039446956484
483,1,5,6,4,0.08958872794873475,0.9732680770577973
484,1,5,6,5,0.11668094933828219,0.9758738715602465
485,1,5,6,6,0.12222868274476294,0.9666223924780035
486,1,5,6,7,0.039966779316894976,0.5488179741714263
487,1,5,6,8,-0.12271270095010606,0.2757290148092434
